OP Uniek Nr Id ,LNO Uniek Nr ,PAP Id,PAP Omschrijving,PAP ACT Code,PAP ACT Omschrijving,PAP PLA Code,PAP PLA Omschrijving,PAP PRD Code,PAP PRD Omschrijving,TYP ERK Erkenning code,TYP ERK omschrijving,TYP ERK Erkenning vorm Omschrijving,TYP ERK Erkenning Vorm Code,PC Postcode ,GEM Naam ,PR Naam ,ERK Nummer ,ERK Begindatum ,Datum vandaag
2310534060,757577225,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9506.0,Geraardsbergen,Oost-Vlaanderen,,2023/02/01 00:00:00,2026/08/24 04:13:33
9005256629,5256628,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9630.0,Sint-Maria-Latem,Oost-Vlaanderen,,2020/03/23 00:00:00,2026/08/24 04:13:33
9005519594,5519593,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4760.0,Büllingen/Bullange,Luik,,2023/06/01 00:00:00,2026/08/24 04:13:33
9005283463,5283462,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9881.0,Bellem,Oost-Vlaanderen,,2020/08/01 00:00:00,2026/08/24 04:13:33
9005282391,5282390,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7543.0,Mourcourt,Henegouwen,,2020/06/01 00:00:00,2026/08/24 04:13:33
9005551534,5551533,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6666.0,Wibrin,Luxemburg,,2023/07/28 00:00:00,2026/08/24 04:13:33
9004826757,4826756,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9870.0,Zulte,Oost-Vlaanderen,,2015/01/01 00:00:00,2026/08/24 04:13:33
9005238879,5238878,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2250.0,Olen,Antwerpen,,2020/01/02 00:00:00,2026/08/24 04:13:33
2265453608,479681727,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1380.0,Lasne,Waals Brabant,,2023/09/19 00:00:00,2026/08/24 04:13:33
9003689530,3689529,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,5060.0,Arsimont,Namen,,2007/01/15 00:00:00,2026/08/24 04:13:33
9005573346,5573345,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8780.0,Oostrozebeke,West-Vlaanderen,,2024/04/18 00:00:00,2026/08/24 04:13:33
9005582237,5582236,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1390.0,Nethen,Waals Brabant,,2024/06/09 00:00:00,2026/08/24 04:13:33
9004682346,4682345,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6666.0,Wibrin,Luxemburg,,2023/09/07 00:00:00,2026/08/24 04:13:33
9005558775,5558774,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2930.0,Brasschaat,Antwerpen,,2024/04/01 00:00:00,2026/08/24 04:13:33
9004883534,4883533,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9060.0,Zelzate,Oost-Vlaanderen,,2015/03/08 00:00:00,2026/08/24 04:13:33
9005270670,5270669,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4910.0,Theux,Luik,,2020/06/05 00:00:00,2026/08/24 04:13:33
9005518058,5515188,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4910.0,Theux,Luik,,2023/10/01 00:00:00,2026/08/24 04:13:33
9005108892,5108891,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1540.0,Herne,Vlaams Brabant,,2018/02/14 00:00:00,2026/08/24 04:13:33
9003683849,3683847,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3400.0,Landen,Vlaams Brabant,,2006/11/01 00:00:00,2026/08/24 04:13:33
9005564639,5564638,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4530.0,Villers-le-Bouillet,Luik,,2024/04/01 00:00:00,2026/08/24 04:13:33
9006518221,6518222,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9506.0,Geraardsbergen,Oost-Vlaanderen,,2025/04/10 00:00:00,2026/08/24 04:13:33
9004959580,4959579,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3010.0,Kessel-Lo,Vlaams Brabant,,2016/01/01 00:00:00,2026/08/24 04:13:33
9004746238,4746237,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4910.0,La Reid,Luik,,2012/05/12 00:00:00,2026/08/24 04:13:33
9004755336,4755335,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3010.0,Kessel-Lo,Vlaams Brabant,,2013/07/01 00:00:00,2026/08/24 04:13:33
9005409748,5409747,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1380.0,Lasne,Waals Brabant,,2022/02/20 00:00:00,2026/08/24 04:13:33
9004515046,4515045,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6671.0,Bovigny,Luxemburg,,2025/07/10 00:00:00,2026/08/24 04:13:33
9005419034,5419033,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7801.0,Irchonwelz,Henegouwen,,2022/03/26 00:00:00,2026/08/24 04:13:33
9004995880,4995879,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3090.0,Overijse,Vlaams Brabant,,2016/03/01 00:00:00,2026/08/24 04:13:33
9006513235,6513234,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2222.0,Heist-op-den-Berg,Antwerpen,,2025/02/01 00:00:00,2026/08/24 04:13:33
9005262518,5262517,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9690.0,Kluisbergen,Oost-Vlaanderen,,2020/01/01 00:00:00,2026/08/24 04:13:33
9005163468,5163467,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,5650.0,Yves-Gomezée,Namen,,2018/11/29 00:00:00,2026/08/24 04:13:33
9005019273,5019272,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,5530.0,Purnode,Namen,,2006/01/01 00:00:00,2026/08/24 04:13:33
2208488080,875808050,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7602.0,Péruwelz,Henegouwen,,2016/06/01 00:00:00,2026/08/24 04:13:33
9005507658,5507657,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6040.0,Charleroi,Henegouwen,,2026/04/22 00:00:00,2026/08/24 04:13:33
9004523019,4523018,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2530.0,Boechout,Antwerpen,,2010/06/27 00:00:00,2026/08/24 04:13:33
9005260183,5260182,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2930.0,Brasschaat,Antwerpen,,2020/04/01 00:00:00,2026/08/24 04:13:33
9006520762,6520761,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4900.0,Spa,Luik,,2025/05/06 00:00:00,2026/08/24 04:13:33
9004861106,4861105,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6836.0,Dohan,Luxemburg,,2006/01/01 00:00:00,2026/08/24 04:13:33
9004899883,4899882,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1350.0,Jauche,Waals Brabant,,2015/06/01 00:00:00,2026/08/24 04:13:33
9005201412,5201411,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2390.0,Malle,Antwerpen,,2019/05/01 00:00:00,2026/08/24 04:13:33
9004881079,4881078,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9050.0,Gentbrugge,Oost-Vlaanderen,,2015/03/01 00:00:00,2026/08/24 04:13:33
9005559695,5559694,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9870.0,Zulte,Oost-Vlaanderen,,2024/02/20 00:00:00,2026/08/24 04:13:33
9005284445,5284444,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4910.0,Theux,Luik,,2020/04/15 00:00:00,2026/08/24 04:13:33
9004405978,4405977,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3582.0,Koersel,Limburg,,2009/08/20 00:00:00,2026/08/24 04:13:33
9003724957,3724956,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3511.0,Kuringen,Limburg,,2007/04/17 00:00:00,2026/08/24 04:13:33
9004908437,4908436,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7070.0,Thieu,Henegouwen,,2015/07/09 00:00:00,2026/08/24 04:13:33
9004817077,4817076,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9300.0,Aalst,Oost-Vlaanderen,,2014/03/30 00:00:00,2026/08/24 04:13:33
9006520944,6520943,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8830.0,Hooglede,West-Vlaanderen,,2025/05/06 00:00:00,2026/08/24 04:13:33
9003554095,3280172,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8830.0,Hooglede,West-Vlaanderen,,2007/03/02 00:00:00,2026/08/24 04:13:33
9005036950,5036949,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4051.0,Vaux-sous-Chèvremont,Luik,,2017/03/06 00:00:00,2026/08/24 04:13:33
9003533594,3297944,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6900.0,Aye,Luxemburg,,2018/08/01 00:00:00,2026/08/24 04:13:33
9004899973,4899972,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2040.0,Zandvliet,Antwerpen,,2015/04/05 00:00:00,2026/08/24 04:13:33
9003540681,3291333,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6850.0,Offagne,Luxemburg,,2022/08/18 00:00:00,2026/08/24 04:13:33
9004835145,4835144,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2110.0,Wijnegem,Antwerpen,,2014/06/16 00:00:00,2026/08/24 04:13:33
9004792822,3308908,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9690.0,Kluisbergen,Oost-Vlaanderen,,2013/09/01 00:00:00,2026/08/24 04:13:33
9004925682,4925681,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7000.0,Mons,Henegouwen,,2015/09/28 00:00:00,2026/08/24 04:13:33
9004512623,4512622,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3040.0,Sint-Agatha-Rode,Vlaams Brabant,,2010/04/25 00:00:00,2026/08/24 04:13:33
2303315676,748626895,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,5351.0,Ohey,Namen,,2021/08/23 00:00:00,2026/08/24 04:13:33
9005259247,5074782,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3010.0,Kessel-Lo,Vlaams Brabant,,2018/09/07 00:00:00,2026/08/24 04:13:33
9006512895,6512894,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4624.0,Fléron,Luik,,2025/01/01 00:00:00,2026/08/24 04:13:33
2334744270,790360651,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6464.0,Chimay,Henegouwen,,2022/09/01 00:00:00,2026/08/24 04:13:33
2312999444,759752597,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9800.0,Deinze,Oost-Vlaanderen,,2022/06/23 00:00:00,2026/08/24 04:13:33
2213884448,849799677,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1652.0,Beersel,Vlaams Brabant,,2014/01/01 00:00:00,2026/08/24 04:13:33
9005577620,5577619,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3010.0,Kessel-Lo,Vlaams Brabant,,2024/05/21 00:00:00,2026/08/24 04:13:33
9005355953,5355952,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1390.0,Grez-Doiceau,Waals Brabant,,2021/07/01 00:00:00,2026/08/24 04:13:33
2290793174,466125382,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8902.0,Ieper,West-Vlaanderen,,2018/01/01 00:00:00,2026/08/24 04:13:33
9005305285,5305284,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1200.0,Sint-Lambrechts-Woluwe,Brussels Hoofdstedelijk Gewest,,2020/11/01 00:00:00,2026/08/24 04:13:33
9003781663,475574370,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,5380.0,Forville,Namen,,2021/06/21 00:00:00,2026/08/24 04:13:33
9006508145,711463920,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9031.0,Gent,Oost-Vlaanderen,,2025/01/10 00:00:00,2026/08/24 04:13:33
9005558748,5558747,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8550.0,Zwevegem,West-Vlaanderen,,2024/02/25 00:00:00,2026/08/24 04:13:33
9004835189,4835188,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1760.0,Roosdaal,Vlaams Brabant,,2014/06/17 00:00:00,2026/08/24 04:13:33
9005451132,5451131,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2300.0,Turnhout,Antwerpen,,2022/09/14 00:00:00,2026/08/24 04:13:33
9005483068,5438564,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9950.0,Lievegem,Oost-Vlaanderen,,2025/12/12 00:00:00,2026/08/24 04:13:33
9005414900,5414899,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3150.0,Haacht,Vlaams Brabant,,2022/03/01 00:00:00,2026/08/24 04:13:33
9003874769,3874768,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1380.0,Lasne,Waals Brabant,,2021/05/26 00:00:00,2026/08/24 04:13:33
9006524544,6524543,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1495.0,Villers-la-Ville,Waals Brabant,,2025/06/06 00:00:00,2026/08/24 04:13:33
9005091204,5091203,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8570.0,Anzegem,West-Vlaanderen,,2017/12/02 00:00:00,2026/08/24 04:13:33
9006555330,6555329,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6200.0,Châtelet,Henegouwen,,2026/04/09 00:00:00,2026/08/24 04:13:33
9006507384,5195535,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6030.0,Charleroi,Henegouwen,,2024/01/01 00:00:00,2026/08/24 04:13:33
9005258602,3277153,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1390.0,Grez-Doiceau,Waals Brabant,,2020/04/07 00:00:00,2026/08/24 04:13:33
9005309804,5309803,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4831.0,Limbourg,Luik,,2020/07/01 00:00:00,2026/08/24 04:13:33
9004895088,4895087,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,5140.0,Boignée,Namen,,2015/01/01 00:00:00,2026/08/24 04:13:33
2204311934,841269914,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6760.0,Virton,Luxemburg,,2009/05/04 00:00:00,2026/08/24 04:13:33
9003679550,3679499,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2930.0,Brasschaat,Antwerpen,,2006/11/07 00:00:00,2026/08/24 04:13:33
9006536654,6536652,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6997.0,Erezée,Luxemburg,,2025/10/10 00:00:00,2026/08/24 04:13:33
9004502371,3290761,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3582.0,Koersel,Limburg,,2010/04/01 00:00:00,2026/08/24 04:13:33
2343641843,800368576,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4458.0,Juprelle,Luik,,2023/04/04 00:00:00,2026/08/24 04:13:33
9006512694,4738219,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9950.0,Lievegem,Oost-Vlaanderen,,2025/01/01 00:00:00,2026/08/24 04:13:33
9005260779,5260778,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9230.0,Wetteren,Oost-Vlaanderen,,2020/04/12 00:00:00,2026/08/24 04:13:33
9005156564,5156563,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9300.0,Aalst,Oost-Vlaanderen,,2018/10/15 00:00:00,2026/08/24 04:13:33
9006511584,6511583,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9200.0,Dendermonde,Oost-Vlaanderen,,2025/02/03 00:00:00,2026/08/24 04:13:33
9005538279,5538278,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1380.0,Lasne,Waals Brabant,,2023/10/01 00:00:00,2026/08/24 04:13:33
9005369855,5369854,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2431.0,Veerle,Antwerpen,,2021/08/11 00:00:00,2026/08/24 04:13:33
9005073380,5073379,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1980.0,Zemst,Vlaams Brabant,,2017/09/01 00:00:00,2026/08/24 04:13:33
9005409745,5409744,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8680.0,Koekelare,West-Vlaanderen,,2024/04/22 00:00:00,2026/08/24 04:13:33
9004892387,4892386,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9300.0,Aalst,Oost-Vlaanderen,,2015/04/23 00:00:00,2026/08/24 04:13:33
9003553103,3279834,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8680.0,Koekelare,West-Vlaanderen,,2007/02/27 00:00:00,2026/08/24 04:13:33
9005134506,5134505,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7370.0,Blaugies,Henegouwen,,2018/06/01 00:00:00,2026/08/24 04:13:33
2211152315,316381138,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7000.0,Mons,Henegouwen,,2015/05/05 00:00:00,2026/08/24 04:13:33
9005178330,5178329,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,5650.0,Yves-Gomezée,Namen,,2019/01/01 00:00:00,2026/08/24 04:13:33
9006537887,6537884,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6540.0,Lobbes,Henegouwen,,2025/10/21 00:00:00,2026/08/24 04:13:33
9005536477,5536476,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,5640.0,Oret,Namen,,2023/11/08 00:00:00,2026/08/24 04:13:33
9005453340,5453339,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1932.0,Sint-Stevens-Woluwe,Vlaams Brabant,,2022/08/29 00:00:00,2026/08/24 04:13:33
9004981941,4981940,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2110.0,Wijnegem,Antwerpen,,2016/06/15 00:00:00,2026/08/24 04:13:33
9005502141,5502140,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4910.0,Theux,Luik,,2023/05/15 00:00:00,2026/08/24 04:13:33
9003629930,3629926,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4910.0,La Reid,Luik,,2006/08/30 00:00:00,2026/08/24 04:13:33
9005277523,5277522,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8570.0,Anzegem,West-Vlaanderen,,2020/01/01 00:00:00,2026/08/24 04:13:33
9005426135,5426134,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4877.0,Olne,Luik,,2022/04/28 00:00:00,2026/08/24 04:13:33
9004796485,4791573,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3040.0,Sint-Agatha-Rode,Vlaams Brabant,,2014/04/18 00:00:00,2026/08/24 04:13:33
2325812055,662183168,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6464.0,Chimay,Henegouwen,,2022/01/12 00:00:00,2026/08/24 04:13:33
9005069227,5069226,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3582.0,Koersel,Limburg,,2017/03/02 00:00:00,2026/08/24 04:13:33
9005428836,5428835,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9870.0,Zulte,Oost-Vlaanderen,,2022/05/01 00:00:00,2026/08/24 04:13:33
2330667993,784995660,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4900.0,Spa,Luik,,2022/12/13 00:00:00,2026/08/24 04:13:33
9005223869,5223868,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7333.0,Tertre,Henegouwen,,2019/01/01 00:00:00,2026/08/24 04:13:33
9006521810,6521809,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6200.0,Châtelet,Henegouwen,,2025/05/13 00:00:00,2026/08/24 04:13:33
9005422715,5356291,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1410.0,Waterloo,Waals Brabant,,2022/04/21 00:00:00,2026/08/24 04:13:33
9005518381,4862829,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6666.0,Wibrin,Luxemburg,,2023/08/01 00:00:00,2026/08/24 04:13:33
9006558714,6558713,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2300.0,Turnhout,Antwerpen,,2026/05/06 00:00:00,2026/08/24 04:13:33
9005444847,5444846,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2350.0,Vosselaar,Antwerpen,,2022/08/09 00:00:00,2026/08/24 04:13:33
9005363353,4591674,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8470.0,Gistel,West-Vlaanderen,,2021/03/31 00:00:00,2026/08/24 04:13:33
2217828982,819044343,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8470.0,Gistel,West-Vlaanderen,,2019/07/01 00:00:00,2026/08/24 04:13:33
9006551423,6551422,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6120.0,Ham-sur-Heure-Nalinnes,Henegouwen,,2026/07/29 00:00:00,2026/08/24 04:13:33
9005551495,5551494,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9230.0,Westrem,Oost-Vlaanderen,,2024/01/01 00:00:00,2026/08/24 04:13:33
9004686911,4686910,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1495.0,Villers-la-Ville,Waals Brabant,,2012/08/03 00:00:00,2026/08/24 04:13:33
9004812320,4812319,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,8470.0,Gistel,West-Vlaanderen,,2014/03/20 00:00:00,2026/08/24 04:13:33
9005324110,5324109,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4910.0,Theux,Luik,,2021/02/05 00:00:00,2026/08/24 04:13:33
9006561456,6561455,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9230.0,Wetteren,Oost-Vlaanderen,,2026/06/02 00:00:00,2026/08/24 04:13:33
9004498103,4498102,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1200.0,Sint-Lambrechts-Woluwe,Brussels Hoofdstedelijk Gewest,,2010/03/01 00:00:00,2026/08/24 04:13:33
9005157328,701884278,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4900.0,Spa,Luik,,2018/09/01 00:00:00,2026/08/24 04:13:33
9005552514,5552513,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,1457.0,Walhain,Waals Brabant,,2024/01/01 00:00:00,2026/08/24 04:13:33
9005065056,5065055,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2930.0,Brasschaat,Antwerpen,,2017/05/01 00:00:00,2026/08/24 04:13:33
9004671835,4671834,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6470.0,Sivry-Rance,Henegouwen,,2012/05/22 00:00:00,2026/08/24 04:13:33
9003928422,3928421,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2480.0,Dessel,Antwerpen,,2008/06/06 00:00:00,2026/08/24 04:13:33
9005584137,5582350,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6640.0,Hompré,Luxemburg,,2024/06/18 00:00:00,2026/08/24 04:13:33
9004740752,4740751,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9308.0,Gijzegem,Oost-Vlaanderen,,2013/05/02 00:00:00,2026/08/24 04:13:33
9005065968,5065967,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,4910.0,Theux,Luik,,2017/07/10 00:00:00,2026/08/24 04:13:33
9004935474,4935473,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,2250.0,Olen,Antwerpen,,2015/08/01 00:00:00,2026/08/24 04:13:33
2168072932,207656610,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,7000.0,Mons,Henegouwen,,2021/10/01 00:00:00,2026/08/24 04:13:33
9005038106,5036090,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,9800.0,Deinze,Oost-Vlaanderen,,2022/04/18 00:00:00,2026/08/24 04:13:33
2386528711,1035752439,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,6687.0,Bastogne,Luxemburg,,2026/05/26 00:00:00,2026/08/24 04:13:33
9005266738,5266737,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3090.0,Overijse,Vlaams Brabant,,2020/02/01 00:00:00,2026/08/24 04:13:33
9003696545,3696544,684,Imker - houden bijen,AC28,Houden,PL4,Imker,PR1,Bijen,,,,,3511.0,Kuringen,Limburg,,2007/02/12 00:00:00,2026/08/24 04:13:33
